12909,25836,11085000000
12909,16300,10000000000
14503,36680,90199940000
26810,9033,1037650000
26810,26810,474350000
21253,3106,4000000000
21253,21253,1000000000
12909,16300,100000000
12909,25705,570000000
5180,54955,297600000
5180,8936,500000000
27169,54902,120000000
21558,18341,2920779023
21558,38868,39079589
7501,7154,300000000
7501,34767,1003016
28541,16896,700000000
28541,28541,373987
6108,42667,11500000
6108,13072,500000000
25969,23351,115157700
25969,45665,1000000
20524,49595,100000000
15752,3106,100000000
15752,15752,82500000
26445,25418,126000000
5749,24155,3609900
5749,5749,84538746
26659,12328,32680000000
26659,33132,19990000
25698,37800,200000000
25698,3228,100000000
21195,8143,1000000000
21195,51113,1000000000
21793,10379,85280050
21793,21793,4990036
27252,47094,100000000
18079,8962,200000000
18079,18079,1531212650
15752,3106,900000000
15752,15752,713900000
882,7456,5200000
882,2533,594790000
8023,53060,925928779
8023,32915,14060000
22278,42271,140040000
18609,29497,311269
18609,13274,5112878731
6012,50898,1943446
6012,8940,300000000
17674,13264,724590000
912,18786,19900380000
15617,19928,8511734156
15617,31421,206554130
14629,19049,3569000000
14629,28405,710000000
14629,3980,4328645562
12930,26630,199670421
12930,8994,7515642968
6763,1928,123062717
6763,60008,1097283
12826,16283,83120000
12826,13190,700000000
5653,21493,90000000
5653,24150,1300496096
5653,24881,1300496096
5653,20987,1300496096
5653,175,1300496057
5653,13447,920204
2877,22622,17640000
2877,1710,1318586106
2877,1710,1318586106
2877,1710,1318586106
2877,26117,1318586067
2877,25389,1021689
3779,21274,100000000
3779,26117,1297996106
3779,11351,1297996106
3779,16748,1297996106
3779,2116,1297996067
3779,23489,1696398
8759,27172,200000000
8759,26103,1272996106
8759,1051,1272996106
8759,7383,1272996106
8759,1710,1272996067
8759,17207,1639761
26659,13274,2980000000
26659,22212,19990000
10254,15937,376146173
10254,47121,4014433639
14804,15738,124029979
14804,24775,1218992515
14804,8491,1218992515
14804,5393,1218992515
14804,12095,1218992476
14804,17188,2939752
12203,15302,115075631
12203,12203,1931914369
26767,24479,51195413
26767,46068,205977
26767,51258,205977
26767,26767,158058266
13340,47510,1878212
13340,53208,14000000
5636,9388,226907
5636,5415,2588774345
2230,29075,2373495832
2230,9388,204943
27895,11223,5659357859
27895,13291,19900000
27895,22778,595238960
11512,15410,85454210452
11512,18786,23622027009
10440,26788,84290882
10440,37683,1009118
25698,44444,2741200
25698,19811,21390000
2908,17358,26119059
2908,33951,1020441
2908,28068,11703359
2908,5250,8399078
2908,48652,1113689
2908,33715,4190391
2908,10104,45146425
2908,12624,2324638713
2908,53065,15133794
2908,38155,1014685
2908,53708,20753589
2908,33622,1060280
2908,16024,4634341
2908,15243,13440613
2908,9112,1055804
2908,16024,16511519
2908,11507,5026203
7129,7440,1000000000
7129,11194,2700000000
7129,25662,1292644
7919,8011,200000000
7919,14391,3500000000
7919,8223,3785560
28608,25673,1337650001
28608,37269,120000
21615,24520,1735344586
